BSc University,BSc Major,BSc GPA,MSc University,MSc Major,MSc GPA,TOEFL/IELTS,GRE.Quant,GRE.Verbal,GRE.Writing,Total Papers,ISI,International,Local,Academic Experience,Work Experience,Accept?,Major,Fund?,Fund Amount,Target University,Field,Country,Year
"Birla Institute of Technology and Science, Pilani",Computer Science,9.34000015,-,-,-,-,170,150,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Industrial Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Computer Science,9.34000015,-,-,-,-,170,150,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Industrial Engineering,US,2009
"SSN college , Anna University",CSE,80,-,-,-,-,170,153,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2011
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2009
"Indian Institute of Technology, Guwahati",Computer Science,9.64000034,-,-,-,-,170,145,4,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Computer Science,US,2009
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Engineering,US,2011
Anna University,Electrical Engineering,80,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Computer Engineering,US,2011
Indian Institute of Technology Kanpur,Computer Science,7.40999984,-,-,-,-,166,166,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2009
"National Institute of Technology, Trichy",Mechanical Engineering,9.90999984,-,-,-,-,170,163,6,0,0,0,0,0,0,yes,Masters,-,-,University of Minnesota Twin Cities,Mechanical Engineering,US,2009
"National Institute of Technology, Trichy",Mechanical Engineering,9.90999984,-,-,-,-,170,163,6,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Mechanical Engineering,US,2009
"National Institute of Technology, Trichy",Mechanical Engineering,9.90999984,-,-,-,-,170,163,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2009
"National Institute of Technology, Trichy",Mechanical Engineering,9.90999984,-,-,-,-,170,163,6,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Mechanical Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.72000026,-,-,-,-,170,148,5,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.72000026,-,-,-,-,170,148,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.72000026,-,-,-,-,170,148,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical & Computer Engineering,US,2009
"Birla Institute of Technology and Science, Pilani",Electrical & Computer Engineering,9.72000026,-,-,-,-,170,148,5,0,0,0,0,0,0,yes,Masters,-,-,Princeton University,Electrical & Computer Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Industrial Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Industrial Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Industrial Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Industrial Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Industrial Engineering,US,2009
"Anna University, Chennai",Mechanical Engineering,9.39999961,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Pennsylvania State University Great Valley,Industrial Engineering,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,yes,Masters,-,-,University of Maryland College Park,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Computer Science,US,2009
"National Institute of Technology, Trichy",Computer Science,9.23999977,-,-,-,-,170,154,5,0,0,0,0,0,0,no,Masters,-,-,Princeton University,Computer Science,US,2009
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,California Institute of Technology,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Electrical & Computer Engineering,US,2010
"Visweswaraiah Technological University, Belgaum",Electrical & Computer Engineering,63,-,-,-,-,170,166,6,0,0,0,0,0,0,yes,Masters,-,-,Princeton University,Electrical & Computer Engineering,US,2010
PICT college - Pune University,Electronics and telecommunication,4,-,-,-,-,170,153,4,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Electrical Engineering,US,2011
PICT college - Pune University,Electronics and telecommunication,4,-,-,-,-,170,153,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2011
PICT college - Pune University,Electronics and telecommunication,4,-,-,-,-,170,153,4,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Electrical Engineering,US,2011
PICT college - Pune University,Electronics and telecommunication,4,-,-,-,-,170,153,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Computer Science,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2011
"College of Engineering,Guindy",ECE,9.3,-,-,-,-,170,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Computer Science,US,2011
IIT Bombay,Mechanical Engg,9.16,-,-,-,-,170,152,-,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Mechanical Engineering,US,2011
IIT Bombay,Mechanical Engg,9.16,-,-,-,-,170,152,-,0,0,0,0,0,0,yes,Masters,-,-,Northwestern University,Mechanical Engineering,US,2011
IIT Bombay,Mechanical Engg,9.16,-,-,-,-,170,152,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2011
IIT Bombay,Mechanical Engg,9.16,-,-,-,-,170,152,-,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Mechanical Engineering,US,2011
IIT Bombay,Mechanical Engg,9.16,-,-,-,-,170,152,-,0,0,0,0,0,0,no,Masters,-,-,Princeton University,Mechanical Engineering,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,University of California Davis,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,Purdue University,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,North Carolina State University,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,Texas A and M University College Station,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,University of Florida,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,no,Masters,-,-,University of Minnesota Twin Cities,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,statistics,US,2011
BITS-Pilani,Maths and Engg,8.72,-,-,-,-,170,149,4,0,0,0,0,0,0,yes,Masters,-,-,SUNY Stony Brook,statistics,US,2011
"College of Engg, Guindy",B.Tech. Information Technology,9.29,-,-,-,-,170,150,3,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2011
"College of Engg, Guindy",B.Tech. Information Technology,9.29,-,-,-,-,170,150,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2011
"College of Engg, Guindy",B.Tech. Information Technology,9.29,-,-,-,-,170,150,3,0,0,0,0,0,0,no,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2011
"College of Engg, Guindy",B.Tech. Information Technology,9.29,-,-,-,-,170,150,3,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Computer Science,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,Rice University,Civil Engineering,US,2011
College of Engineering Guindy Anna University Chennai,Civil Engineering,8.12,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Civil Engineering,US,2011
Anna University,ECE,85.5,-,-,-,-,170,156,5,0,0,0,0,0,0,yes,Masters,-,-,Dartmouth College,Engineering Management,US,2011
Anna University,ECE,85.5,-,-,-,-,170,156,5,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Engineering Management,US,2011
Anna University,ECE,85.5,-,-,-,-,170,156,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2011
Anna University,ECE,85.5,-,-,-,-,170,156,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Engineering Management,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,University of Minnesota Twin Cities,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,no,Masters,-,-,University of California Los Angeles,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Electrical Engineering,US,2011
"VTU, PESIT Bangalore",electronics & communication,82,-,-,-,-,170,155,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of California Los Angeles,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Arizona,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,New York University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Washington,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia State University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Maryland College Park,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Duke University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Columbia University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Dartmouth College,MIS,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Dartmouth College,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,no,Masters,-,-,Cornell University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,no,Masters,-,-,Johns Hopkins University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Syracuse University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,George Washington University at Mount Vernon College,Engineering Management,US,2011
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2012
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Engineering Management,US,2012
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Engineering Management,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Civil Engineering,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,no,Masters,-,-,Princeton University,Computer Science,US,2012
NIT Surat,Electrical Engineering,74.7,-,-,-,-,170,157,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Civil Engineering,US,2012
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of California Los Angeles,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Engineering,US,2013
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,no,Masters,-,-,University of Michigan Ann Arbor,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Mechanical Engineering,US,2012
NITW,Civil Engineering,8.74,-,-,-,-,165,158,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2013
NITW,Civil Engineering,8.74,-,-,-,-,165,158,4,0,0,0,0,0,0,yes,Masters,-,-,University of Colorado Boulder,Civil Engineering,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Rhode Island,Electronics and Communication,US,2013
